feature,mean_abs_shap
hist_avg_stop_dow,45.77920465178793
month,26.15149893084789
hour,20.061971157460146
hist_std_stop_hour_dow,3.1270126664282967
hist_avg_stop_hour,2.803815363928936
hist_avg_stop_hour_dow,2.336699264329803
dow,1.474222711128436
is_night,0.862544836085911
is_holiday,0.8316231931176837
is_rush_hour,0.6747236714346574
is_weekend,0.33244850949449156
is_match_day,0.26394696031028003
