fetch_time,location,latitude,longitude,timezone,forecast_time,forecast_hours_ahead,temperature,apparent_temperature,humidity,precipitation,rain,snowfall,weather_code,cloud_cover,wind_speed,wind_direction,temperature_max,temperature_min,precipitation_sum,rain_sum,snowfall_sum,weather_description
2026-01-21 10:40:07.301856,Berlin,52.52,13.4,Europe/Berlin,2026-01-21T11:00,1,-3.5,-7.9,72,0.0,0.0,0.0,0,0,8.5,126,0.1,-5.0,0.0,0.0,0.0,Clear sky
